name,class,occupation,physicalDescription,personality,background,specialSkills,visualPrompt
"Drake Stonehelm","Wizard","Arqueiro","Drake Stonehelm tem cerca de 1.79m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Arqueiro Wizard em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Nia Brightwind","Wizard","Bardo","Nia Brightwind tem cerca de 1.82m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Bardo Wizard em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Aiden Blackwood","Paladin","Ranger","Aiden Blackwood tem cerca de 1.82m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Ranger Paladin em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Luna Stormborn","Cleric","Arqueiro","Luna Stormborn tem cerca de 1.85m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Arqueiro Cleric em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Kai Silverleaf","Cleric","Vanguarda","Kai Silverleaf tem cerca de 1.77m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Vanguarda Cleric em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Mara Nightfall","Sorcerer","Paladino","Mara Nightfall tem cerca de 1.72m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Paladino Sorcerer em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Orion Ashenvale","Rogue","Arqueiro","Orion Ashenvale tem cerca de 1.66m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Arqueiro Rogue em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Selene Ironheart","Rogue","Bardo","Selene Ironheart tem cerca de 1.80m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Bardo Rogue em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Darius Sunspire","Monk","Clérigo","Darius Sunspire tem cerca de 1.82m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Clérigo Monk em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Aria Frostbane","Rogue","Monge","Aria Frostbane tem cerca de 1.77m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Monge Rogue em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Riven Starcrest","Paladin","Guerreiro","Riven Starcrest tem cerca de 1.72m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Guerreiro Paladin em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Nyx Shadowmere","Wizard","Druida","Nyx Shadowmere tem cerca de 1.88m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Druida Wizard em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Kellan Dawnhollow","Fighter","Bardo","Kellan Dawnhollow tem cerca de 1.80m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Bardo Fighter em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Eira Emberwild","Sorcerer","Clérigo","Eira Emberwild tem cerca de 1.73m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Clérigo Sorcerer em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Thorne Rivenguard","Ranger","Rogue","Thorne Rivenguard tem cerca de 1.69m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Rogue Ranger em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Lyra Moonblade","Bard","Guardião","Lyra Moonblade tem cerca de 1.78m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Guardião Bard em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Cassian Skysong","Cleric","Monge","Cassian Skysong tem cerca de 1.82m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Monge Cleric em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Elara Flameborn","Sorcerer","Alquimista","Elara Flameborn tem cerca de 1.82m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Alquimista Sorcerer em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Rowan Mistwalker","Warlock","Vanguarda","Rowan Mistwalker tem cerca de 1.85m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Vanguarda Warlock em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Zara Oakenshield","Monk","Warlock","Zara Oakenshield tem cerca de 1.65m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Warlock Monk em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Drake Stonehelm","Sorcerer","Clérigo","Drake Stonehelm tem cerca de 1.79m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Clérigo Sorcerer em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
"Nia Brightwind","Fighter","Feiticeiro","Nia Brightwind tem cerca de 1.66m de altura, porte atlético e postura alerta. Traços marcantes nos olhos e mandíbula firme sugerem disciplina e anos de treino. Veste peças de couro reforçado e tecido escuro com detalhes rúnicos discretos, mantendo mobilidade sem perder proteção. O cabelo, bem aparado ou preso, acompanha um semblante atento, pronto para reagir em instantes.","Reservado, observador e pragmático, evita desperdícios e age com precisão. Leal ao grupo, valoriza planejamento e mantém calma sob pressão, usando humor contido para aliviar a tensão quando necessário.","Cresceu em vilas entre bosques antigos, aprendendo rastreamento e sobrevivência com guardiões locais. Após conflitos com saqueadores e criaturas da mata, desenvolveu responsabilidade com as fronteiras, aceitando missões que protegem rotas comerciais e aldeias sob risco constante.","Percepção aguçada e leitura de pistas no terreno | Movimentação silenciosa e posicionamento tático | Tiro preciso ou golpe oportuno em pontos vitais","Feiticeiro Fighter em cenário de castelo iluminado por tochas, couro escuro com detalhes metálicos discretos, postura pronta, arco ou lâmina leve, estilo neon/arcano, luz fria em contraste com fundo âmbar."
